Destination Name,Country,Continent,Type,Avg Cost (USD/day),Best Season,Avg Rating,Annual Visitors (M),UNESCO Site
Mystic Beach,Vietnam,Asia,Beach,156.48,Autumn,4.4,4.85,No
Ancient Forest,Canada,North America,Beach,177.83,Winter,4.1,2.9,No
Lush Beach,Morocco,Africa,Historical,56.72,Autumn,4.8,8.32,No
Golden Plaza,Italy,Europe,Historical,145.32,Summer,4.9,3.83,No
Sacred Ruins,Greece,Europe,City,207.68,Autumn,4.3,3.62,No
Mystic Pagoda,South Africa,Africa,City,74.03,Summer,3.7,8.49,Yes
Golden Temple,Morocco,Africa,Beach,122.22,Autumn,4.1,8.18,No
Golden Canyon,Morocco,Africa,City,129.43,Summer,4.8,4.86,Yes
Ancient Valley,Greece,Europe,Adventure,170.54,Winter,4.4,1.63,No
Serene Plaza,Greece,Europe,Adventure,159.52,Winter,4.6,5.55,Yes
Sacred Ruins,Peru,South America,Religious,148.66,Autumn,4.3,4.37,No
Hidden Valley,Peru,South America,City,172.68,Summer,4.2,9.73,No
Mystic Falls,Greece,Europe,Historical,236.17,Winter,4.6,1.15,No
Golden Ruins,New Zealand,Oceania,City,101.86,Autumn,4.4,6.32,Yes
Golden Pagoda,Greece,Europe,Religious,158.99,Autumn,4.6,1.23,No
Ancient Park,Spain,Europe,Beach,185.73,Summer,3.9,4.33,Yes
Serene Ruins,Argentina,South America,Adventure,170.17,Autumn,4.6,6.31,No
Mystic Park,Morocco,Africa,Historical,81.42,Autumn,4.3,1.51,No
Ancient Canyon,Italy,Europe,Nature,96.54,Winter,4.0,6.92,No
Serene Valley,Japan,Asia,Adventure,122.22,Summer,4.6,4.25,No
Sacred Forest,Australia,Oceania,Beach,131.15,Spring,4.4,8.36,No
Serene Valley,Mexico,North America,Adventure,145.33,Winter,4.3,2.1,Yes
Mystic Beach,Germany,Europe,Religious,157.66,Autumn,4.8,2.7,No
Grand Canyon,Italy,Europe,Religious,237.75,Spring,4.5,9.6,Yes
Golden Forest,Peru,South America,Nature,167.68,Autumn,4.4,9.38,Yes
Ancient Valley,USA,North America,City,161.26,Summer,4.7,6.48,No
Hidden Plaza,Mexico,North America,Religious,223.22,Autumn,4.3,5.55,No
Ancient Falls,Canada,North America,Religious,113.35,Spring,5.0,7.45,Yes
Serene Plaza,Mexico,North America,Beach,135.07,Winter,4.6,8.41,No
Golden Plaza,Mexico,North America,Beach,210.03,Autumn,4.5,4.6,No
Hidden Ruins,Germany,Europe,City,186.61,Autumn,4.4,2.89,Yes
Crystal Temple,India,Asia,Religious,147.17,Winter,4.9,5.38,No
Golden Canyon,Peru,South America,City,183.65,Summer,4.0,3.59,No
Mystic Falls,Germany,Europe,Beach,145.28,Autumn,4.6,7.42,No
Mystic Park,Mexico,North America,Historical,215.4,Winter,4.1,8.15,No
Sacred Pagoda,New Zealand,Oceania,City,143.52,Summer,4.7,7.94,No
Crystal Beach,Canada,North America,Nature,153.67,Autumn,4.4,6.77,No
Grand Park,Thailand,Asia,Religious,113.52,Winter,4.6,9.42,Yes
Golden Plaza,Mexico,North America,Nature,172.18,Winter,4.2,2.62,No
Sacred Beach,Italy,Europe,Beach,172.53,Autumn,3.9,4.46,No
Ancient Pagoda,Thailand,Asia,Nature,133.61,Autumn,4.4,4.47,No
Golden Plaza,Vietnam,Asia,City,169.45,Summer,4.6,1.3,No
Ancient Beach,Canada,North America,City,107.98,Spring,4.4,0.66,Yes
Lush Park,Vietnam,Asia,Religious,202.44,Spring,5.0,2.05,Yes
Mystic Plaza,South Africa,Africa,Beach,131.32,Autumn,4.3,8.75,No
Golden Valley,USA,North America,Historical,143.03,Autumn,4.7,0.98,No
Crystal Plaza,China,Asia,Religious,154.17,Spring,4.3,4.23,No
Ancient Park,Brazil,South America,Religious,153.63,Winter,4.4,0.61,No
Hidden Beach,Peru,South America,Religious,116.17,Summer,4.8,0.88,No
Golden Falls,Greece,Europe,Adventure,63.44,Spring,4.9,9.75,No
Serene Ruins,Japan,Asia,City,63.31,Summer,4.6,7.24,No
Serene Temple,Peru,South America,City,173.67,Summer,4.4,4.06,No
Grand Canyon,Peru,South America,Historical,118.49,Spring,4.5,4.55,No
Lush Forest,Italy,Europe,Beach,171.61,Spring,4.6,2.63,No
Sacred Canyon,Australia,Oceania,Beach,181.78,Autumn,4.3,9.34,No
Ancient Temple,India,Asia,Nature,144.47,Spring,4.2,3.71,No
Mystic Canyon,India,Asia,Beach,183.87,Summer,4.3,0.99,No
Mystic Pagoda,Spain,Europe,Beach,30.0,Winter,4.4,3.68,Yes
Sacred Ruins,Germany,Europe,City,183.66,Summer,3.8,2.03,Yes
Golden Canyon,Vietnam,Asia,Historical,216.43,Autumn,4.6,7.72,No
Serene Forest,Canada,North America,Beach,141.4,Summer,4.4,3.05,No
Hidden Pagoda,Morocco,Africa,Historical,92.28,Autumn,4.0,6.96,No
Mystic Canyon,South Africa,Africa,Religious,228.39,Autumn,4.2,2.34,No
Crystal Beach,USA,North America,Historical,84.14,Winter,4.7,8.92,No
Mystic Park,Germany,Europe,Historical,134.37,Spring,4.7,2.68,No
Mystic Ruins,USA,North America,Religious,76.66,Spring,4.3,6.89,Yes
Hidden Park,USA,North America,City,175.83,Summer,4.8,8.33,Yes
Serene Forest,Germany,Europe,Adventure,94.82,Spring,4.4,7.51,No
Mystic Falls,Italy,Europe,Religious,220.07,Spring,4.2,3.07,No
Ancient Beach,India,Asia,Nature,194.65,Winter,5.0,8.73,No
Hidden Ruins,China,Asia,Adventure,135.99,Winter,4.0,6.38,No
Crystal Pagoda,France,Europe,Religious,73.25,Spring,3.9,3.64,No
Lush Falls,Argentina,South America,Nature,207.23,Winter,4.6,2.41,No
Mystic Forest,Greece,Europe,Religious,159.26,Autumn,4.6,8.32,No
Serene Pagoda,Greece,Europe,Historical,223.48,Summer,4.6,0.65,No
Serene Park,Japan,Asia,Beach,102.38,Spring,4.3,7.77,Yes
Ancient Forest,Australia,Oceania,City,179.32,Spring,4.4,1.48,Yes
Grand Temple,India,Asia,Religious,195.02,Summer,4.6,3.58,No
Hidden Plaza,Vietnam,Asia,Historical,195.08,Summer,5.0,6.23,No
Hidden Beach,Germany,Europe,Religious,186.78,Autumn,5.0,4.58,No
Lush Forest,Argentina,South America,Historical,195.9,Spring,4.3,2.65,No
Grand Pagoda,Spain,Europe,City,97.49,Autumn,4.7,6.44,No
Grand Ruins,Argentina,South America,City,109.59,Autumn,4.7,1.07,No
Crystal Pagoda,South Africa,Africa,Nature,164.19,Summer,4.2,8.57,Yes
Grand Valley,Australia,Oceania,Historical,135.69,Summer,3.9,9.32,No
Sacred Pagoda,France,Europe,Adventure,129.1,Spring,3.9,0.63,No
Grand Canyon,South Africa,Africa,City,140.72,Winter,4.4,0.76,Yes
Crystal Park,New Zealand,Oceania,Adventure,96.46,Summer,5.0,5.71,No
Golden Ruins,Argentina,South America,Adventure,122.71,Autumn,4.2,6.81,Yes
Crystal Plaza,Brazil,South America,Historical,159.24,Autumn,4.8,5.86,Yes
Crystal Pagoda,USA,North America,Adventure,111.35,Winter,4.5,1.35,Yes
Grand Canyon,Spain,Europe,Nature,66.57,Spring,4.8,9.21,No
Ancient Falls,Morocco,Africa,Religious,96.62,Autumn,4.4,7.29,No
Mystic Park,Australia,Oceania,Religious,161.45,Summer,3.9,7.13,No
Mystic Falls,Italy,Europe,City,155.56,Spring,4.5,6.93,No
Hidden Beach,USA,North America,Beach,168.38,Spring,4.5,3.31,No
Mystic Valley,Argentina,South America,Historical,182.63,Summer,4.2,6.52,No
Crystal Canyon,Egypt,Africa,City,138.09,Spring,4.5,7.42,No
Hidden Ruins,Kenya,Africa,Religious,208.25,Spring,4.1,5.79,Yes
Lush Plaza,France,Europe,City,106.08,Spring,4.4,1.4,No
Sacred Temple,Peru,South America,City,111.99,Summer,4.6,4.32,Yes
Ancient Valley,Canada,North America,Nature,194.07,Summer,4.7,1.62,No
Hidden Ruins,Germany,Europe,Beach,85.12,Autumn,4.3,0.62,No
Crystal Beach,India,Asia,Nature,208.51,Spring,4.5,9.6,Yes
Mystic Temple,Greece,Europe,City,180.42,Winter,5.0,1.31,No
Ancient Plaza,Argentina,South America,City,42.38,Winter,4.8,6.27,Yes
Grand Beach,Greece,Europe,Beach,80.55,Summer,4.3,1.4,No
Sacred Park,Canada,North America,Beach,118.61,Summer,4.4,2.18,No
Golden Valley,Italy,Europe,Adventure,148.42,Summer,4.6,5.55,No
Ancient Park,Argentina,South America,Religious,213.85,Summer,4.6,3.61,No
Hidden Beach,Canada,North America,Nature,109.11,Winter,4.0,6.89,Yes
Hidden Falls,Spain,Europe,City,92.33,Spring,4.8,1.77,No
Ancient Valley,USA,North America,Nature,104.15,Winter,4.6,6.0,No
Crystal Ruins,South Africa,Africa,Beach,205.04,Winter,4.8,7.66,No
Sacred Pagoda,New Zealand,Oceania,Beach,149.99,Summer,4.8,7.44,No
Ancient Ruins,Japan,Asia,Religious,90.91,Winter,4.6,0.74,No
Serene Plaza,Japan,Asia,Adventure,127.02,Autumn,4.0,6.36,Yes
Sacred Ruins,Greece,Europe,Historical,131.93,Summer,4.6,1.69,No
Golden Valley,Vietnam,Asia,Historical,277.73,Spring,4.3,5.64,No
Lush Park,Peru,South America,Adventure,159.81,Summer,4.2,5.67,No
Grand Canyon,Argentina,South America,Religious,182.87,Autumn,4.1,8.29,Yes
Lush Falls,Thailand,Asia,City,149.88,Summer,4.3,7.05,No
Grand Pagoda,USA,North America,Beach,108.11,Autumn,4.2,6.33,No
Grand Plaza,Australia,Oceania,Religious,229.49,Summer,4.7,3.97,Yes
Serene Falls,South Africa,Africa,Beach,124.04,Winter,5.0,2.3,Yes
Grand Pagoda,Canada,North America,Nature,175.14,Autumn,5.0,3.91,Yes
Grand Falls,Brazil,South America,Religious,131.29,Spring,4.5,7.78,No
Sacred Canyon,Vietnam,Asia,Religious,98.68,Autumn,4.9,6.92,No
Lush Pagoda,Germany,Europe,Adventure,221.29,Summer,4.3,4.81,Yes
Golden Valley,Mexico,North America,Religious,183.95,Winter,4.5,2.88,Yes
Grand Park,Vietnam,Asia,Religious,160.9,Summer,4.2,9.71,No
Ancient Valley,Kenya,Africa,Historical,120.31,Winter,4.5,3.72,No
Serene Canyon,Kenya,Africa,Nature,87.47,Autumn,4.5,6.75,No
Sacred Falls,Kenya,Africa,Adventure,92.33,Autumn,4.0,1.59,No
Golden Plaza,New Zealand,Oceania,Nature,139.33,Summer,4.8,4.18,No
Grand Pagoda,Greece,Europe,Adventure,114.55,Autumn,5.0,6.66,No
Crystal Ruins,India,Asia,Beach,158.63,Summer,4.7,9.57,Yes
Grand Pagoda,Vietnam,Asia,Adventure,146.13,Winter,4.1,6.22,No
Sacred Park,Greece,Europe,Nature,60.16,Autumn,4.9,3.71,No
Grand Canyon,Vietnam,Asia,Adventure,136.01,Winter,4.2,2.05,No
Hidden Canyon,Vietnam,Asia,Nature,107.98,Autumn,4.7,1.06,No
Mystic Falls,Peru,South America,Beach,258.25,Summer,4.9,8.78,No
Hidden Plaza,Japan,Asia,Religious,57.7,Summer,4.8,8.13,No
Grand Falls,Greece,Europe,Adventure,109.19,Spring,4.5,5.88,No
Crystal Park,Italy,Europe,Religious,139.79,Winter,4.7,3.32,Yes
Ancient Falls,Spain,Europe,Religious,146.3,Summer,4.5,4.61,No
Grand Park,USA,North America,Beach,112.18,Spring,4.6,9.43,Yes
Lush Park,Australia,Oceania,Adventure,175.28,Spring,4.9,8.37,Yes
Hidden Park,France,Europe,Historical,147.71,Autumn,4.3,6.49,No
Serene Falls,Greece,Europe,Adventure,174.57,Summer,4.7,3.13,No
Crystal Falls,Vietnam,Asia,Nature,177.98,Spring,4.3,0.88,Yes
Ancient Forest,Thailand,Asia,City,171.8,Autumn,3.7,6.02,No
Grand Temple,Canada,North America,Historical,159.34,Spring,4.6,5.07,Yes
Ancient Park,Egypt,Africa,Religious,116.25,Summer,4.4,4.68,No
Sacred Pagoda,Peru,South America,Historical,86.77,Summer,5.0,1.02,No
Crystal Forest,Thailand,Asia,City,192.04,Spring,4.6,4.14,No
Grand Canyon,Argentina,South America,Adventure,135.33,Spring,4.1,0.96,Yes
Sacred Ruins,Egypt,Africa,Nature,171.29,Autumn,4.6,6.09,No
Serene Pagoda,France,Europe,Religious,207.07,Winter,4.3,5.77,No
Golden Forest,Brazil,South America,Religious,172.21,Autumn,4.8,7.95,No
Mystic Canyon,Canada,North America,Historical,73.92,Autumn,5.0,9.6,Yes
Ancient Temple,Thailand,Asia,Adventure,263.62,Spring,4.8,2.59,No
Crystal Park,Thailand,Asia,Historical,205.15,Spring,5.0,2.26,No
Serene Beach,Mexico,North America,Adventure,157.28,Winter,4.3,7.76,Yes
Grand Plaza,Mexico,North America,Historical,72.78,Autumn,4.5,6.83,No
Mystic Beach,Morocco,Africa,Beach,144.42,Winter,4.3,2.05,Yes
Golden Pagoda,Brazil,South America,Historical,124.14,Winter,4.3,4.17,No
Crystal Valley,France,Europe,Beach,143.62,Summer,4.3,5.36,No
Mystic Temple,Thailand,Asia,Historical,31.18,Summer,4.4,8.47,No
Sacred Canyon,Greece,Europe,Nature,150.94,Summer,4.1,1.09,No
Hidden Falls,Vietnam,Asia,Beach,156.33,Winter,4.3,5.88,No
Serene Plaza,South Africa,Africa,Religious,157.83,Autumn,4.8,9.62,No
Crystal Pagoda,Canada,North America,City,255.18,Summer,4.7,0.93,Yes
Hidden Valley,Thailand,Asia,Historical,127.27,Summer,4.4,2.11,No
Serene Canyon,Peru,South America,Nature,68.12,Autumn,4.5,3.9,No
Crystal Beach,Germany,Europe,Historical,198.89,Autumn,3.9,1.23,No
Golden Temple,Morocco,Africa,Nature,94.32,Summer,5.0,5.15,No
Hidden Valley,Brazil,South America,Nature,131.93,Autumn,4.5,3.69,No
Grand Canyon,New Zealand,Oceania,City,155.52,Autumn,4.7,7.42,No
Mystic Pagoda,Argentina,South America,Beach,103.77,Winter,4.0,2.75,Yes
Crystal Valley,Morocco,Africa,Historical,181.04,Autumn,4.8,5.7,No
Hidden Plaza,Vietnam,Asia,Adventure,190.78,Autumn,4.5,1.19,No
Hidden Plaza,Greece,Europe,City,105.13,Spring,4.1,7.93,No
Golden Beach,Egypt,Africa,Religious,152.26,Spring,4.5,2.63,No
Mystic Beach,Morocco,Africa,Religious,73.64,Winter,4.0,9.79,No
Ancient Valley,China,Asia,City,175.01,Spring,4.3,3.67,No
Grand Falls,USA,North America,City,122.3,Winter,5.0,5.99,No
Hidden Canyon,India,Asia,Adventure,171.74,Winter,4.6,8.73,Yes
Grand Plaza,Canada,North America,Beach,157.99,Autumn,4.4,1.83,No
Sacred Park,South Africa,Africa,City,213.98,Summer,3.8,4.33,No
Serene Canyon,Morocco,Africa,City,157.86,Summer,4.5,1.78,No
Crystal Ruins,USA,North America,Beach,101.72,Autumn,5.0,1.76,No
Ancient Beach,Spain,Europe,Historical,218.4,Winter,4.1,5.1,No
Lush Valley,Australia,Oceania,Adventure,58.42,Autumn,4.2,6.14,No
Crystal Canyon,Mexico,North America,Religious,90.99,Winter,4.6,4.98,Yes
Serene Park,Vietnam,Asia,Adventure,254.79,Winter,5.0,2.5,No
Grand Ruins,Canada,North America,Historical,210.23,Winter,4.3,5.86,No
Lush Temple,France,Europe,Historical,193.97,Spring,4.2,5.89,Yes
Lush Ruins,Japan,Asia,Nature,182.85,Autumn,4.7,6.3,Yes
Grand Plaza,Peru,South America,Religious,94.42,Autumn,4.5,2.98,No
Golden Beach,Egypt,Africa,Historical,240.48,Summer,4.1,5.38,Yes
Golden Beach,Peru,South America,City,58.0,Autumn,4.5,7.48,No
Grand Falls,Brazil,South America,Nature,153.21,Autumn,4.4,9.44,No
Crystal Ruins,Germany,Europe,Nature,144.34,Summer,4.1,1.37,No
Mystic Valley,Australia,Oceania,Adventure,192.63,Spring,5.0,4.37,No
Ancient Falls,Peru,South America,Religious,197.92,Autumn,4.5,2.36,Yes
Crystal Falls,Italy,Europe,City,196.81,Autumn,4.6,6.17,No
Crystal Forest,Thailand,Asia,Historical,135.13,Spring,4.9,7.62,No
Lush Ruins,Peru,South America,Adventure,157.22,Winter,4.7,2.22,No
Mystic Beach,New Zealand,Oceania,Religious,108.4,Autumn,4.3,2.85,Yes
Mystic Pagoda,Mexico,North America,City,176.13,Summer,3.9,6.09,No
Hidden Forest,Thailand,Asia,Beach,246.02,Autumn,4.1,1.27,Yes
Mystic Valley,Vietnam,Asia,Adventure,75.54,Autumn,4.5,3.19,Yes
Mystic Ruins,Japan,Asia,Beach,211.98,Winter,4.4,0.63,No
Golden Forest,Australia,Oceania,Historical,216.85,Winter,4.9,8.09,No
Serene Pagoda,South Africa,Africa,City,265.18,Autumn,4.1,6.8,No
Ancient Plaza,Kenya,Africa,Beach,173.98,Spring,4.6,9.97,Yes
Mystic Beach,Japan,Asia,Nature,101.33,Summer,4.8,8.86,No
Crystal Park,Spain,Europe,Adventure,136.17,Autumn,4.6,2.6,No
Lush Falls,Kenya,Africa,Beach,252.49,Spring,4.5,2.77,No
Crystal Falls,South Africa,Africa,City,189.59,Winter,4.7,3.47,No
Grand Valley,Italy,Europe,Religious,82.52,Summer,4.4,9.78,No
Grand Valley,China,Asia,Historical,177.99,Winter,4.6,3.38,Yes
Grand Canyon,France,Europe,City,184.64,Winter,4.7,7.07,No
Lush Plaza,Morocco,Africa,Religious,145.23,Winter,4.6,1.74,Yes
Ancient Falls,Argentina,South America,Religious,209.74,Winter,4.8,5.96,No
Grand Pagoda,Australia,Oceania,City,151.11,Autumn,4.1,3.47,No
Grand Falls,Brazil,South America,Nature,244.89,Autumn,4.2,7.58,Yes
Ancient Beach,Egypt,Africa,City,124.93,Autumn,4.1,3.06,No
Mystic Pagoda,Australia,Oceania,Historical,179.82,Autumn,4.3,9.14,No
Grand Valley,Australia,Oceania,Religious,217.07,Summer,4.3,9.02,Yes
Crystal Temple,Vietnam,Asia,Historical,133.04,Winter,4.6,9.58,No
Sacred Valley,Australia,Oceania,Adventure,74.59,Spring,4.2,1.09,No
Grand Valley,Italy,Europe,Nature,100.5,Summer,4.5,2.86,No
Ancient Forest,India,Asia,Religious,199.51,Spring,4.3,8.82,No
Mystic Plaza,France,Europe,Beach,189.14,Autumn,4.4,8.64,Yes
Crystal Falls,Italy,Europe,Beach,121.75,Autumn,4.6,7.06,No
Lush Park,South Africa,Africa,Religious,157.47,Autumn,4.6,3.65,No
Ancient Park,Brazil,South America,Historical,261.03,Winter,4.5,5.35,Yes
Golden Beach,Brazil,South America,Religious,132.0,Summer,4.3,8.12,No
Lush Pagoda,China,Asia,Beach,143.56,Summer,4.6,6.79,Yes
Hidden Plaza,China,Asia,Religious,186.57,Autumn,4.7,9.48,No
Serene Valley,Argentina,South America,Beach,190.84,Winter,4.4,1.75,Yes
Serene Pagoda,France,Europe,Religious,201.47,Winter,4.8,6.94,No
Sacred Temple,Morocco,Africa,City,177.67,Winter,4.4,2.1,No
Grand Beach,Spain,Europe,Historical,153.66,Autumn,4.5,5.02,Yes
Lush Pagoda,Greece,Europe,City,132.46,Winter,4.8,2.1,No
Serene Canyon,Vietnam,Asia,Beach,158.93,Autumn,4.9,2.3,No
Ancient Plaza,South Africa,Africa,Adventure,154.56,Summer,5.0,6.24,No
Grand Pagoda,Thailand,Asia,Adventure,213.77,Spring,4.5,8.38,Yes
Golden Forest,Australia,Oceania,Nature,120.35,Autumn,4.6,8.47,Yes
Crystal Plaza,France,Europe,Adventure,210.91,Spring,4.8,3.95,No
Hidden Pagoda,Vietnam,Asia,Beach,168.07,Autumn,4.7,1.57,No
Serene Pagoda,Thailand,Asia,Beach,196.66,Winter,4.4,0.95,Yes
Hidden Park,Japan,Asia,Adventure,153.64,Winter,4.6,6.5,No
Grand Plaza,Kenya,Africa,Adventure,104.18,Winter,4.2,9.45,No
Mystic Park,Kenya,Africa,Religious,199.83,Spring,4.3,4.23,No
Mystic Ruins,Canada,North America,Historical,171.2,Summer,4.5,4.01,No
Grand Pagoda,Canada,North America,City,81.59,Autumn,4.1,5.45,Yes
Golden Falls,Argentina,South America,City,200.63,Winter,4.5,5.3,No
Sacred Beach,Brazil,South America,Historical,93.11,Winter,4.5,9.84,Yes
Serene Valley,Spain,Europe,Historical,140.93,Autumn,4.5,6.8,Yes
Hidden Falls,New Zealand,Oceania,City,72.33,Autumn,5.0,4.51,Yes
Sacred Park,Italy,Europe,Nature,118.9,Spring,4.7,8.29,No
Lush Pagoda,Kenya,Africa,Beach,100.23,Summer,5.0,4.85,No
Golden Forest,Greece,Europe,Beach,192.9,Summer,4.3,5.37,No
Hidden Ruins,Greece,Europe,City,194.83,Summer,4.0,9.96,No
Lush Valley,Argentina,South America,Religious,189.66,Autumn,4.5,3.78,No
Mystic Valley,Germany,Europe,Religious,79.54,Spring,4.4,0.5,No
Golden Temple,Canada,North America,Adventure,114.27,Autumn,4.7,1.64,No
Ancient Canyon,Vietnam,Asia,Historical,157.47,Spring,4.4,9.32,No
Serene Ruins,Japan,Asia,Religious,100.24,Autumn,4.4,5.37,No
Grand Plaza,Australia,Oceania,Adventure,88.33,Winter,4.1,6.4,Yes
Lush Ruins,Thailand,Asia,Adventure,120.7,Spring,4.6,0.84,No
Hidden Plaza,France,Europe,Religious,144.68,Summer,4.4,8.12,Yes
Golden Ruins,USA,North America,Adventure,115.39,Summer,3.9,6.92,No
Sacred Canyon,South Africa,Africa,Beach,206.92,Spring,4.5,8.73,No
Sacred Park,Peru,South America,Historical,163.87,Summer,4.5,5.09,No
Serene Forest,Germany,Europe,Religious,162.41,Autumn,4.0,9.93,No
Grand Temple,Egypt,Africa,Nature,101.23,Autumn,4.9,0.57,No
Grand Ruins,Argentina,South America,Beach,78.94,Summer,4.3,8.28,No
Sacred Forest,Australia,Oceania,Nature,200.09,Spring,4.4,0.51,Yes
Mystic Beach,Argentina,South America,Nature,96.81,Spring,4.3,2.72,No
Crystal Plaza,France,Europe,Nature,61.45,Spring,4.6,4.47,Yes
Crystal Forest,Australia,Oceania,Beach,196.0,Summer,4.4,9.1,No
Ancient Pagoda,Japan,Asia,Beach,46.22,Summer,4.5,1.51,No
Serene Park,Argentina,South America,Nature,97.18,Summer,4.2,3.54,No
Crystal Park,South Africa,Africa,Religious,173.22,Winter,4.3,1.66,No
Serene Valley,Kenya,Africa,City,105.44,Autumn,4.6,1.17,No
Hidden Pagoda,Peru,South America,Nature,159.05,Winter,4.9,1.24,No
Ancient Valley,Greece,Europe,City,139.85,Autumn,4.6,8.61,No
Lush Valley,Italy,Europe,Adventure,150.39,Winter,4.4,7.81,No
Sacred Plaza,Japan,Asia,Religious,118.04,Autumn,4.2,3.25,No
Lush Pagoda,Brazil,South America,Nature,80.57,Autumn,4.0,5.67,No
Lush Pagoda,Thailand,Asia,City,174.41,Winter,4.2,2.09,No
Lush Pagoda,Germany,Europe,Religious,151.74,Summer,3.9,8.07,No
Hidden Valley,Italy,Europe,Religious,189.52,Winter,4.9,1.98,No
Crystal Beach,Egypt,Africa,Adventure,107.18,Summer,4.5,4.08,Yes
Hidden Canyon,Australia,Oceania,City,124.82,Summer,4.5,3.1,No
Mystic Park,Argentina,South America,Adventure,130.86,Summer,4.5,2.2,No
Serene Ruins,Thailand,Asia,Beach,177.87,Spring,4.5,1.84,No
Ancient Beach,Vietnam,Asia,Beach,130.01,Summer,4.6,9.82,No
Hidden Plaza,Thailand,Asia,Adventure,215.74,Spring,4.3,3.75,No
Sacred Pagoda,Vietnam,Asia,Religious,91.19,Winter,4.6,1.89,No
Hidden Valley,India,Asia,Religious,163.95,Autumn,4.8,8.18,Yes
Grand Falls,Egypt,Africa,Religious,139.87,Autumn,4.3,3.48,No
Ancient Ruins,New Zealand,Oceania,Beach,79.9,Autumn,4.9,1.91,No
Ancient Forest,France,Europe,Nature,211.88,Spring,4.6,4.13,No
Sacred Temple,Spain,Europe,City,136.09,Summer,4.4,2.76,No
Sacred Ruins,Vietnam,Asia,Nature,198.94,Summer,4.1,6.21,Yes
Lush Valley,France,Europe,Historical,100.74,Winter,4.9,8.33,Yes
Golden Pagoda,New Zealand,Oceania,Nature,142.5,Spring,4.1,8.11,No
Golden Forest,France,Europe,Historical,133.6,Autumn,4.7,7.0,Yes
Ancient Forest,Peru,South America,Adventure,131.72,Spring,4.5,6.29,Yes
Ancient Ruins,USA,North America,Historical,119.79,Winter,4.1,1.27,Yes
Hidden Ruins,Argentina,South America,Adventure,127.4,Winter,4.3,1.35,Yes
Ancient Falls,France,Europe,Religious,96.94,Summer,4.5,3.42,Yes
Ancient Beach,Germany,Europe,Adventure,165.98,Spring,5.0,8.9,Yes
Sacred Plaza,Canada,North America,City,227.26,Winter,5.0,2.36,No
Sacred Plaza,Greece,Europe,Historical,95.13,Summer,4.1,7.72,No
Serene Beach,Spain,Europe,Adventure,169.06,Summer,4.5,7.51,No
Sacred Ruins,Brazil,South America,Nature,197.5,Summer,4.6,0.97,Yes
Sacred Temple,Argentina,South America,Nature,137.98,Autumn,4.0,2.66,No
Sacred Plaza,Germany,Europe,Historical,165.09,Winter,4.6,4.53,No
Lush Park,New Zealand,Oceania,Adventure,164.87,Summer,4.5,4.73,Yes
Lush Canyon,Argentina,South America,Religious,40.19,Winter,4.5,9.14,Yes
Serene Park,Egypt,Africa,Historical,225.67,Autumn,4.6,8.21,No
Sacred Park,Australia,Oceania,Historical,110.0,Summer,3.9,8.56,Yes
Ancient Ruins,Spain,Europe,Historical,209.68,Summer,4.3,9.44,No
Sacred Falls,New Zealand,Oceania,Historical,219.67,Autumn,4.7,8.15,Yes
Lush Canyon,Kenya,Africa,Historical,133.37,Spring,4.8,0.99,No
Lush Park,Mexico,North America,Religious,233.45,Spring,4.2,4.78,No
Golden Park,Peru,South America,Beach,112.9,Winter,4.9,6.53,No
Grand Forest,Vietnam,Asia,Beach,179.3,Summer,4.3,5.68,No
Ancient Forest,Vietnam,Asia,Adventure,117.28,Summer,4.2,7.61,No
Hidden Plaza,France,Europe,Religious,75.05,Autumn,4.5,9.69,No
Golden Valley,Egypt,Africa,Historical,105.79,Autumn,3.7,9.03,Yes
Serene Beach,India,Asia,Historical,242.78,Winter,4.6,2.9,No
Crystal Temple,Brazil,South America,Religious,98.2,Spring,4.5,2.46,Yes
Lush Park,Mexico,North America,Adventure,198.02,Spring,4.6,5.73,Yes
Grand Valley,Canada,North America,Beach,173.7,Winter,4.3,6.2,No
Serene Park,Brazil,South America,Nature,194.38,Autumn,4.7,9.77,Yes
Mystic Valley,Kenya,Africa,Religious,56.98,Winter,4.8,6.66,Yes
Crystal Temple,Germany,Europe,Historical,132.53,Winter,4.3,8.25,No
Lush Beach,Kenya,Africa,Beach,67.72,Spring,5.0,5.0,No
Hidden Plaza,Thailand,Asia,Religious,129.39,Summer,4.8,8.76,No
Lush Pagoda,Thailand,Asia,Historical,154.85,Summer,4.5,8.55,No
Serene Beach,Japan,Asia,Nature,136.0,Summer,4.1,2.07,No
Grand Temple,Brazil,South America,Adventure,165.72,Autumn,5.0,6.54,No
Serene Plaza,Peru,South America,Beach,120.97,Summer,4.3,0.89,No
Crystal Valley,Spain,Europe,City,181.51,Winter,3.9,8.65,Yes
Grand Beach,Morocco,Africa,Religious,113.42,Summer,5.0,9.55,Yes
Serene Valley,South Africa,Africa,Religious,166.66,Spring,4.6,5.51,No
Hidden Forest,Vietnam,Asia,City,119.59,Spring,4.6,3.38,No
Lush Park,Mexico,North America,Beach,274.25,Autumn,4.9,6.21,No
Grand Falls,Greece,Europe,Beach,130.14,Summer,4.2,6.36,No
Lush Beach,Spain,Europe,City,153.85,Summer,4.5,6.12,No
Golden Forest,Argentina,South America,Nature,178.41,Autumn,4.2,6.42,Yes
Grand Temple,Italy,Europe,Historical,137.53,Autumn,5.0,5.52,No
